"A101"	"A90"	"A264"	"A263"	"A274"	"A199"	"A114"	"A110"	"A136"	"A246"	"A44"	"A273"	"A248"	"A47"	"A286"	"A281"	"A117"	"A60"	"A218"	"A220"	"A45"	"A164"	"A184"	"A159"	"A203"	"A32"	"A235"	"A231"	"A250"	"A290"	"A76"	"A126"	"A219"	"A106"	"A229"	"A67"	"A112"	"A118"	"A111"	"A242"	"A245"	"A20"	"A89"	"A156"	"A236"	"A256"	"A178"	"A77"	"A198"	"A200"	"A02"	"A233"	"A271"	"A169"	"A302"	"A303"	"A59"	"A70"	"A74"	"A68"	"A07"	"A27"	"A99"	"A94"	"A88"	"A86"	"A87"	"A121"	"A132"	"A138"	"A149"	"A147"	"A143"	"A146"	"A145"	"A185"	"A180"	"A154"	"A174"	"A155"	"A166"	"A176"	"A182"	"A160"	"A177"	"A186"	"A190"	"A211"	"A195"	"A208"	"A205"	"A217"	"A189"	"A215"	"A188"	"A06"	"A40"	"A39"	"A36"	"A79"	"A05"	"A26"	"A15"	"A35"	"A238"	"A230"	"A23"	"A234"	"A240"	"A257"	"A260"	"A268"	"A251"	"A259"	"A275"	"A261"	"A292"	"A288"	"A279"	"A50"	"A280"	"A284"	"A301"	"A308"	"A224"	"A297"	"A304"	"A183"	"A202"	"A46"
"OTU_2555599"	0	0	0	0	0	0	255	801	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"OTU_4436046"	1	0	1	0	0	1	1156	2810	0	1	0	166	0	1	3	1	1	1	2	4	1185	2	1	1	1	2	1	3245	2	1	0	0	4	8	2046	1	0	8	0	0	2	0	0	3	1	0	0	1	1	4	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	2	4	3	6	2	1	4	2	1	22679	4	26697	1	0	4	3	1	1	2	3	4	2	0	0	0	1	1	0	2	1	2	0	4	0	2	1	0	0	0	1	0	0	3	0	0	4	0	0	1	602	1	2	2	1	2	0
"OTU_4434268"	0	0	3842	0	0	0	4	0	0	92	0	0	1	0	509	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	573	0	0	0	0	1	0	0	0	0	269	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	0	0	0	0	1175	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_192461"	11	0	1	90	0	0	6	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0
"OTU_4094866"	17	2	4	0	0	13	3	0	0	0	0	39	0	7	0	0	0	0	0	0	5	0	0	0	24	0	0	0	0	0	0	0	0	120	4	0	0	0	0	4	35	11	0	0	0	0	0	2	0	0	192	0	0	0	0	0	521	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	13	0	1	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	16	0	0	5	0	0	0	0	0	0
"OTU_4453609"	0	0	0	0	0	0	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"OTU_4476780"	0	0	0	0	0	0	317	0	0	0	2	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	2	1	0	0	131	0	0	0	0	0	0	0	375	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
"OTU_171772"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_357046"	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	1	0	1	0	0	425	0	0	0	3584	0	0	0	0	0	662	0	69	1	0	0	1	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	1	0	2	548	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1271	0	1	0	0	0	20	0	0	0	1	11	0	0	0	0	0	0	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	78	0	0	0	0
"OTU_4372003"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0
"OTU_1952"	0	0	874	1	2	2	1842	2	5	4654	20	1	3	0	0	0	575	12	0	2	0	1	0	0	1849	0	0	2	5	0	0	4837	0	2	1	0	0	3	1	1	2	2444	0	1	2	4	0	0	1	0	1	0	6	0	0	0	0	0	130	0	0	0	0	0	48	0	0	2	3	5	1707	3161	8	6	4	0	1	1	0	1	0	0	0	0	35	0	0	1	1	0	3209	2	1	61	0	0	0	0	0	0	0	3791	0	0	1	0	1	0	1	2	5	3	1	1	1	3	0	0	0	0	0	967	0	1	1	1911	1	1	14	0
"OTU_4436552"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	525	0	0	0	0	4216	0	0	96	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2923	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	34	23	51	0	79	8	2	8	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"OTU_184464"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	98	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	3	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_326482"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6801	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	1	0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0
"OTU_4410166"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	354	0	0	0	0	23609	0	0	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4786	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	25	64	0	58	2	7	7	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_4318208"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1483	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	1	8	0	5	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_181432"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1558	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
"OTU_192676"	0	67	0	0	0	0	37	0	0	0	0	9	0	0	0	0	441	0	0	0	0	2	0	0	0	0	0	0	0	0	196	0	82	0	209	0	0	0	0	48	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	67	1	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"OTU_295384"	0	38	18	2	0	0	0	56	0	0	2	0	146	0	0	0	0	0	0	0	3	0	0	0	34	0	0	0	0	0	0	0	0	0	1	0	2	79	0	0	0	0	0	0	8	47	9	0	0	0	86	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	17	0	6	5	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	74	1	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"OTU_190676"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2829179"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	476	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	0	0	0
"OTU_275237"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	710	0	0	0	0	3	2	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0
"OTU_2210028"	1	14	0	0	0	0	137	0	0	0	0	181	0	0	0	0	80	1	0	0	0	2	0	0	0	0	0	0	0	0	511	0	40	0	11	0	1	0	0	9	0	0	0	0	366	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	125	0	54	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_182506"	76	0	516	671	1	32	2	1	0	1	6	18	0	770	504	0	1	0	0	105	988	0	0	0	1	0	0	767	2	170	4	4	37	139	344	1	1	0	0	231	349	0	0	0	1	0	0	0	1	73	1	0	1	0	308	104	0	1	0	1	1	1	0	0	1	425	1	0	0	0	72	0	0	0	191	0	346	0	360	0	0	0	0	1	0	0	1	0	0	40	8	1	4	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	2	2	2	3	0	2	0	1	1	306	375	170	0	217	1	5	3	0	0	0
"OTU_4442899"	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_184248"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2676432"	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_4452633"	0	0	1	3	1	91	23	2	0	473	0	1	1	0	158	1	0	0	0	0	1	0	0	0	0	0	0	20	2	0	0	0	0	4	141	0	22891	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	36	0	18	0	0	0	14	1	12	0	1	0	0	3630	0	0	0	2	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	125	0	0	0	1	0	1	3	1	2	15966	3	0	0	0	0	0	0	0	0	1068	0	0	2	0	0
"OTU_1115481"	0	3	1	22	0	0	0	0	2	0	0	0	33	0	0	13	0	1	0	0	1	0	0	0	0	0	0	7	125	0	0	2	0	0	3	1	1	2	0	40	32	1	0	0	0	0	0	43	0	0	341	1	2	0	13	0	130	288	0	0	0	0	0	5	34	0	52	118	0	0	0	51	0	0	0	0	0	15	114	0	0	0	58	0	0	63	0	0	15	0	0	0	0	3	0	102	0	0	0	0	0	0	0	2	10	246	0	0	0	0	0	331	0	0	0	85	0	0	7	0	0	2	0	84	0	0	0	0	0	0
"OTU_3576174"	1	67	0	1044	1	108	38	0	1	3	8	43	820	2	1	4629	14	1	3	0	152	0	1	1	24	2	2	255	41569	1	4	20	4	1	151	1	1	5	1	3038	2115	72	0	0	1	2	0	1958	1	0	11829	8	70	0	344	1	3548	24741	0	3	0	14	0	389	626	24	8236	4418	1	1	0	5694	9	0	0	1	0	554	1490	0	0	1	1372	0	0	2131	0	0	175	0	0	0	0	63	1	21423	1	0	0	1	1	0	2	6	294	3298	1	2	1	4	2	9448	2	1	2	2921	1	2	182	0	0	15	0	1984	1	4	1	0	0	1
"OTU_4439530"	0	0	0	10	0	1	0	0	0	0	0	0	34	0	0	67	0	0	0	0	0	0	0	0	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0	52	22	0	0	0	0	0	0	7	1	0	700	1	0	0	0	1	1	1	0	0	0	0	0	27	0	0	28	23	0	0	0	30	0	0	0	0	0	0	22	0	0	1	15	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	914	0	0	1	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"OTU_1104963"	1	0	0	0	1	0	0	0	46	0	0	0	1	0	0	211	0	0	0	0	0	0	0	0	0	0	0	3	4350	0	1	0	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0	7	1	0	22	0	0	0	11	0	2	2517	0	0	0	0	0	32	10	0	308	586	0	0	0	2	0	0	0	0	0	0	21	0	0	0	104	0	0	13	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	453	0	0	0	20	0	0	1	0	0	0	0	1	0	0	0	0	1	0
"OTU_4445673"	0	1518	0	1407	0	153	5	0	19502	6	6	1	1	3	1	12702	0	0	2	2	11	0	0	28720	5	4692	33420	1	440	9	2	2	1	0	2287	2	3347	41	4602	2	3	1	0	0	1030	3916	2	51648	2628	0	8161	21476	0	1553	73	0	4	9	823	2	5855	1	0	1187	1	0	0	1146	5	2	166	2	56	0	0	232	0	1332	2	3402	0	2679	358	0	1	18594	4	30	16	0	2	131	32596	1	1	1	1	400	0	1	0	0	0	2	3	142	0	8984	5	1	3	2914	7123	58	650	581	1	1	10352	2535	0	0	0	624	84	0	1	1	519	1458
"OTU_4410461"	0	1	0	1	0	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0	0	21	0	7	22	0	0	0	0	0	0	0	1	0	5	0	3	0	0	0	0	0	4	5	0	50	3	0	5	13	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	2	0	1	0	3	0	0	0	11	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	963	0	0	0	1	4	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	3
"OTU_337909"	0	1	0	0	0	0	0	0	37	0	0	0	0	0	0	16	0	0	0	0	0	0	0	44	0	5	38	0	1	0	0	0	0	0	2	0	3	0	4	0	0	0	0	0	2	1	0	77	1	0	9	24	0	2	0	0	0	0	1	0	5	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	7	0	0	0	22	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	6	0	0	2	0	0	10	4	0	0	0	0	0	0	0	0	0	1
"OTU_306035"	0	3	0	3	0	0	0	0	22	0	0	0	0	0	0	18	0	0	0	0	0	0	0	47	0	7	52	0	1	0	0	0	0	0	3	0	5	0	5	0	0	0	0	0	2	11	0	90	3	0	15	25	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	10	0	4	1	0	0	38	0	0	1	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	4	10	0	1	0	0	0	16	4	0	0	0	2	0	0	0	0	1	4
"OTU_2325032"	0	1	0	0	0	16	0	0	22	0	0	0	0	0	0	9	0	0	0	0	0	0	0	19	0	0	29	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	2	0	55	3	0	4	9	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	3	0	0	0	11	0	0	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	5	4	0	2	2	0	0	5	0	0	0	0	1	0	0	0	0	0	0
"OTU_355471"	0	4	0	2	0	0	0	0	34	0	0	0	0	0	0	28	0	0	0	0	0	0	0	59	0	12	62	0	0	0	0	0	0	0	1	0	8	1	6	0	0	0	0	0	6	6	0	123	11	0	15	47	0	4	0	0	0	0	5	0	12	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	8	0	6	1	0	0	42	0	0	0	0	0	0	84	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	11	22	0	2	0	0	0	23	4	0	0	0	2	0	0	0	0	0	3
"OTU_4370657"	0	2	0	2	0	0	0	0	49	0	0	0	0	0	0	26	0	0	0	0	0	0	0	67	0	10	63	0	0	0	0	0	0	0	3	0	2	0	7	0	1	0	0	0	4	8	0	113	5	0	15	37	0	3	1	0	0	0	0	0	6	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	4	0	9	0	7	0	0	0	37	0	0	0	0	0	1	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	4	23	0	1	2	0	0	17	4	0	0	0	4	0	0	0	0	1	1
"OTU_315982"	0	4	0	44	0	2	0	0	291	0	0	0	0	0	0	322	0	0	0	0	0	0	0	358	0	11	81	0	1	0	0	0	0	0	8	0	122	0	22	0	0	0	0	0	1	11	0	223	123	0	639	26	0	2	3	0	0	0	3	0	270	0	0	67	0	0	43	11	0	0	0	0	0	0	0	10	0	5	0	11	0	127	12	0	0	78	10	0	0	0	0	3	72	0	0	0	0	4	0	0	0	0	0	0	0	0	0	21	0	0	0	486	254	0	47	7	0	0	260	122	0	0	0	1	1	0	0	0	9	2
"OTU_289293"	0	7	0	2	0	1	0	0	12	0	0	0	0	0	0	4	0	0	0	0	0	0	0	26	0	29	40	0	0	0	0	0	0	0	3	0	5	0	19	0	0	0	0	0	3	7	0	111	7	0	3	34	0	2	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	0	68	0	1	0	0	0	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	3	33	0	1	5	0	0	29	5	0	0	0	0	0	0	0	0	6	0
"OTU_4448928"	0	25	0	38	0	15	0	0	1951	0	0	0	0	0	0	362	0	0	0	0	0	0	0	3466	0	77	69	0	97	0	0	0	0	0	27	0	74	0	14	0	0	0	0	0	4	6	1	826	91	0	421	55	0	2	9	0	0	0	11	0	154	0	0	59	0	0	1	86	0	0	1	1	2	0	0	3	0	24	0	41	0	15	40	0	0	637	0	1	0	0	0	2	177	0	0	0	0	4	0	0	0	0	0	0	0	17	0	131	0	0	0	228	962	0	3	56	0	0	1326	28	0	0	0	82	0	0	0	0	30	6
"OTU_328955"	0	3	0	0	0	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	8	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	10	0	313	0	0	35	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	2	1	0	0	39	0	0	0	0	0	0	67	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	3	0	11	0	0	4	35	0	0	0	2	2	0	0	0	0	0
"OTU_350832"	0	91	0	242	0	10	0	0	178	1	0	0	0	0	0	130	0	0	0	0	0	0	0	662	0	29	724	0	9	0	0	0	0	0	218	0	25	2	62	0	0	0	0	0	51	247	0	924	49	0	129	502	0	91	9	0	0	0	14	0	136	0	0	29	0	0	0	11	0	0	2	0	4	0	0	14	0	80	0	96	0	89	4	0	0	512	0	2	1	0	0	4	1811	0	0	0	0	14	0	0	0	0	0	0	0	3	0	280	0	0	0	147	295	2	3	33	0	0	37	110	0	0	0	40	10	0	0	0	0	74
"OTU_298006"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2846	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"OTU_582691"	0	2	0	7	0	0	0	0	1	0	0	0	4	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	5	0	0	0	2	0	0	0	0	0	0	93	1	0	325	0	0	0	0	0	2	2	0	0	13	0	0	7	0	0	5	5	0	0	0	6	0	0	0	0	0	5	0	0	0	10	3	0	0	34	0	0	0	0	0	0	1	0	0	2	0	0	38	0	0	0	0	9	0	3	0	0	0	0	1	259	0	0	0	10	0	0	2	1	0	0	0	2	0	0	0	87	0	0
"OTU_73000"	6	45	2	0	0	7	19	0	27277	7	0	182	0	1547	0	13	0	0	4	7	2	0	0	1	564	0	0	2	18	0	1	1	7	0	368	0	11	0	0	239	440	0	1	1	0	0	0	2	10	4	0	0	0	0	9763	2035	0	1	0	0	324	0	8903	8	0	1	78297	18	136	1	48	5	3	3	5	2	20238	2	1	3	46	0	8104	1	1	2902	13159	4	6	6	8	4	9	10	6	0	2	0	0	0	0	0	0	0	1744	0	1	0	0	0	1	21	12302	0	1	0	1	0	0	0	0	0	0	441	4	3	0	0	10	0
"OTU_3195854"	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	58	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	78	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"OTU_2225203"	0	0	0	0	0	0	0	1	1384	0	0	0	0	0	2	915	0	0	0	1	0	0	0	1	3	0	0	2	3717	0	1	0	0	0	0	0	159	0	0	2	6	0	0	0	0	0	0	35	572	0	0	0	0	0	7	13	0	2159	0	0	5	0	0	341	4	1	692	696	0	0	0	2	0	0	0	0	0	0	36	30	0	0	319	0	0	22	41	3	0	0	0	7	1	0	0	118	0	0	0	0	0	0	0	0	7	29	0	8	0	0	0	1005	3	1	9	11	0	0	0	2	0	0	0	1	0	0	0	0	70	0
