#OTUID	A101	A90	A264	A263	A274	A199	A114	A110	A136	A246	A44	A273	A248	A47	A286	A281	A117	A60	A218	A220	A45	A164	A184	A159	A203	A32	A235	A231	A250	A290	A76	A126	A219	A106	A229	A67	A112	A118	A111	A242	A245	A20	A89	A156	A236	A256	A178	A77	A198	A200	A02	A233	A271	A169	A302	A303	A59	A70	A74	A68	A07	A27	A99	A94	A88	A86	A87	A121	A132	A138	A149	A147	A143	A146	A145	A185	A180	A154	A174	A155	A166	A176	A182	A160	A177	A186	A190	A211	A195	A208	A205	A217	A189	A215	A188	A06	A40	A39	A36	A79	A05	A26	A15	A35	A238	A230	A23	A234	A240	A257	A260	A268	A251	A259	A275	A261	A292	A288	A279	A50	A280	A284	A301	A308	A224	A297	A304	A183	A202	A46	taxonomy
New.ReferenceOTU1183	0	55	0	0	0	0	3	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	33	0	0	0	0	0	94	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	119	0	0	0	0	0	0	0	5	0	0	305	0	1	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	2155	0	0	0	0	0	0	0	0	1492	0	0	0	0	0	k__Bacteria
New.ReferenceOTU1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum
New.ReferenceOTU1191	0	0	1	3	9	0	0	9	0	3	4	0	5	56	3	5	0	0	5	0	9	5	0	2	0	0	5	7	0	4	0	0	7	26	1	3	26	1	6	9	0	1	0	0	9	0	8	26	3	5	15	0	14	0	0	21	46	74	18	192	6	1	0	4	0	6	3	21	0	0	0	34	5	14	31	23	0	2	2	10	1	16	61	27	0	0	0	2	18	2	6	13	15	0	0	72	0	26	4	0	7	33	2	7	0	5	0	82	0	1	0	4	6	7	23	10	0	23	0	25	0	10	0	0	12	0	0	1	1	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.ReferenceOTU1197	0	0	0	25	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	68	3	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	5	0	0	4	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	3	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
New.ReferenceOTU12	53	0	157	39	0	0	1	0	0	0	5	0	0	0	125	0	1	0	0	0	59	0	0	0	0	0	0	138	0	170	3	28	20	0	51	0	0	0	0	2	15	5	0	0	0	0	0	0	0	52	0	0	0	0	103	42	0	0	0	0	0	0	0	0	0	44	0	0	1	0	14	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	35	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	3	8	0	92	0	8	33	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
New.ReferenceOTU1200	3	3	1	0	21	5	2	0	0	2	13	0	0	0	33	0	0	2	7	0	0	0	1	8	2	1	0	0	0	0	3	35	0	0	3	0	11	11	0	0	1	12	70	29	8	0	2	0	31	0	16	2	0	54	41	4	0	0	24	0	5	8	3	0	7	13	0	0	111	0	2	5	8	0	0	34	0	122	21	3	0	13	1	0	1	5	25	0	5	1	0	0	0	0	0	0	31	8	1	9	6	0	1	22	29	0	0	0	51	35	70	70	4	17	0	0	41	0	75	6	1	1	0	47	4	7	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.ReferenceOTU1203	0	0	0	0	0	0	0	0	176	0	0	0	1	2	0	2	0	0	0	0	0	0	0	16	1	0	0	0	1272	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	21	1	0	20	0	0	1	0	24	20	0	0	4	8	1	0	0	0	0	0	0	0	67	0	3	4	0	0	1	0	0	12	23	6	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	23	4	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
New.ReferenceOTU1205	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
New.ReferenceOTU1207	0	2	0	10	1	0	6	24	0	59	0	2	71	47	31	0	0	1	47	5	6	1	0	8	20	0	68	10	2	0	2	14	53	31	1	35	75	1	38	50	32	0	4	4	168	8	6	29	136	0	7	1	106	20	76	20	19	4	23	0	2	5	68	20	9	0	1	21	6	177	3	2	35	9	0	34	0	23	31	131	24	35	34	9	3	2	19	4	0	0	4	91	51	7	0	0	1	0	21	0	56	1	3	0	4	142	0	275	88	2	19	1	27	2	7	0	0	1	82	28	0	0	0	5	21	0	2	236	45	0	k__Bacteria
New.ReferenceOTU1209	0	0	0	0	0	1	4	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0	0	0	0	0	6	0	0	0	0	2	7	0	0	0	0	1	0	56	0	0	52	0	0	0	1	0	12	23	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	0	0	0	1	1	0	0	1	12	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	16	0	1	0	6	0	0	0	1	17	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
New.ReferenceOTU121	2	62	21	19	1	2	3	89	0	0	16	0	87	0	5	0	1	0	1	0	3	0	0	112	20	0	0	3	0	0	2	0	3	0	41	0	104	5	0	1	5	47	1	1	39	90	6	278	64	28	304	0	0	60	44	7	0	0	40	0	140	1	6	0	2	6	0	0	0	0	0	24	1	10	0	20	0	21	22	13	0	66	63	0	0	0	109	0	8	0	3	1	0	1	0	0	4	6	8	0	3	0	1	3	22	53	6	231	49	76	0	310	128	68	0	52	0	6	0	59	0	0	0	40	22	0	0	0	0	19	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
New.ReferenceOTU1215	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
New.ReferenceOTU1233	0	26	0	0	0	0	0	0	0	0	1	5	0	0	0	0	7	0	0	0	0	0	0	0	15	0	0	0	0	0	28	0	0	35	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	6	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	89	0	0	0	0	0	0	0	0	209	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
New.ReferenceOTU1239	0	0	0	0	0	0	31	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	2134	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
New.ReferenceOTU1240	0	0	0	1	1	0	0	0	0	0	1	0	0	0	5	0	0	1	13	0	2	4	0	2	2	0	0	7	0	1	4	11	24	0	2	0	6	0	0	1	5	2	0	6	1	0	35	32	72	40	0	0	0	21	38	20	0	0	22	0	5	0	5	0	14	0	0	0	5	0	7	0	11	2	0	8	0	6	9	4	1	42	7	0	3	0	0	0	35	0	1	16	0	23	1	0	5	22	3	0	83	0	28	0	1	144	1	0	33	0	15	0	50	3	0	0	4	0	0	29	0	0	0	1	14	0	0	0	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
New.ReferenceOTU1242	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	508	0	0	0	9	0	0	15	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__alactolyticus
New.ReferenceOTU1248	2	0	1	20	0	9	3	0	0	0	0	0	0	121	29	0	0	0	0	232	69	0	0	0	1	0	0	55	0	88	0	10	9	17	6	0	0	0	0	29	14	1	0	0	0	0	0	0	0	6	0	0	0	0	47	31	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	133	0	20	0	18	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	37	59	0	33	1	0	73	0	0	0	k__Bacteria
New.ReferenceOTU1263	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	164	0	0	0	1	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__
New.ReferenceOTU1264	2	3	5	1	0	0	0	9	0	0	5	0	2	0	1	0	10	0	0	0	0	0	0	0	5	0	0	11	0	0	2	0	2	0	2	0	0	0	0	0	20	1	0	0	0	2	0	12	0	0	5	0	0	0	1	0	124	0	1	0	0	0	0	0	0	36	0	21	0	0	0	195	0	2	0	0	0	1	0	0	0	2	7	0	0	1	0	0	0	0	1	0	5	0	0	0	2	0	36	0	0	16	0	0	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	110	0	0	0	25	2	0	0	0	0	0	k__Bacteria; p__Firmicutes
New.ReferenceOTU1265	0	0	0	0	0	80	17	0	0	0	0	1	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
New.ReferenceOTU1267	194	40	122	111	0	1	25	33	0	0	65	8	24	1	59	0	40	0	0	0	35	3	0	0	21	0	0	115	0	87	126	30	47	0	5	0	9	6	0	4	58	50	59	4	20	0	1	70	5	40	2	0	1	0	89	102	0	0	2	0	4	2	0	0	2	48	0	0	1	0	16	3	0	4	0	11	0	0	64	1	2	52	0	0	2	0	6	0	26	19	17	1	0	2	126	0	73	1	15	0	34	3	1	13	60	6	0	0	0	0	0	12	2	9	0	42	0	0	0	111	0	0	0	99	132	16	46	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
New.ReferenceOTU1268	0	0	0	0	0	0	3	23	0	15	0	0	4	0	7	0	2	0	0	0	1	0	0	0	50	0	0	7	0	0	1	0	1	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	27	9	2	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	6	0	0	0	0	1	2	0	39	0	0	1	0	1	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
New.ReferenceOTU127	0	0	0	5	0	8	1	0	0	69	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	126	2	0	0	7	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia
New.ReferenceOTU1272	0	0	0	0	0	0	1	0	0	16	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1	70	0	0	0	0	0	1	0	0	0	16	0	32	3	4	0	0	0	11	0	0	0	0	0	0	0	95	0	0	0	0	9	7	6	0	0	0	38	0	6	0	2	0	0	90	0	4	4	0	0	0	50	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	73	5	0	0	0	0	25	32	0	0	10	0	0	0	0	0	0	9	3	32	0	0	1	0	0	0	0	k__Bacteria
New.ReferenceOTU1278	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	29	3	0	0	0	0	0	8	4	0	0	39	0	39	0	0	0	3	6	0	0	0	0	1	10	1	9	0	20	0	8	0	0	0	7	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	1	1	0	16	15	0	2	2	0	0	0	10	0	6	20	19	0	0	6	8	0	0	16	0	0	0	1	7	0	0	0	0	2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
New.ReferenceOTU1281	0	46	0	47	0	117	17	0	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	7	0	0	0	0	84	158	164	112	13	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
New.ReferenceOTU1284	2	3	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	51	0	0	0	0	0	0	1	24	0	418	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	3	0	0	1	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli
New.ReferenceOTU1286	0	1118	54	0	0	0	0	0	0	1757	6	0	0	0	0	0	0	0	774	0	541	173	0	0	0	0	0	3	0	1	57	0	1	1	15	0	1	100	0	0	0	44	0	35	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	71	0	24	0	0	0	0	793	16	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	1	0	415	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	151	421	0	0	0	0	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
New.ReferenceOTU1289	0	48	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	59	0	19	3	0	0	3	0	0	0	0	0	3	0	2	0	0	0	0	3	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	27	0	0	0	0	29	3	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	7	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae
New.ReferenceOTU1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	71	0	0	0	0	0	0	0	0	168	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
New.ReferenceOTU1292	0	0	0	0	0	0	2	0	3	25	0	0	0	0	59	0	0	0	0	0	0	0	0	0	2	184	0	0	0	0	4	4	0	0	0	42	0	103	3	9	0	2	0	46	0	0	0	0	0	0	0	140	0	0	0	2	16	12	14	0	0	5	102	0	2	0	7	0	0	214	7	13	2	0	0	0	177	0	0	0	4	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	5	0	3	0	0	0	0	88	10	0	0	0	0	116	116	0	0	33	0	0	0	0	0	0	16	0	142	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.ReferenceOTU130	2	16	2	0	46	36	93	0	111	245	29	18	0	30	98	28	3	25	35	104	7	0	0	25	33	304	0	0	184	0	10	9	0	19	20	24	175	43	5	16	17	19	4	18	65	0	3	0	254	1	216	112	29	20	140	7	424	80	232	0	108	8	80	26	65	60	13	50	22	214	37	124	10	0	0	390	19	152	228	48	4	41	1	51	1	318	49	22	13	8	0	8	0	1	0	356	28	25	37	2	38	16	8	215	54	10	1	0	167	106	65	278	50	127	181	0	26	109	323	24	35	105	4	44	20	11	0	1	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.ReferenceOTU1300	0	1	0	3	7	8	1	42	0	0	7	0	11	0	0	0	0	0	1	0	0	0	2	4	0	0	0	1	0	1	0	0	7	0	7	0	16	1	0	0	1	7	10	5	26	54	8	0	2	5	37	1	0	0	9	7	0	0	6	0	1	16	1	0	0	10	0	0	2	0	1	0	1	4	0	2	0	0	0	15	0	4	17	0	14	0	21	0	0	8	5	1	0	0	0	0	0	2	0	1	2	0	3	15	11	1	0	51	5	13	0	1	0	7	0	0	0	1	0	0	0	0	0	32	2	1	2	0	0	2	k__Bacteria
New.ReferenceOTU1304	4	2	33	0	0	2	0	11	0	1	20	0	7	0	34	0	0	0	0	0	6	0	0	0	1	0	0	8	0	0	40	1	0	0	3	0	6	4	0	0	0	39	2	0	1	0	0	105	13	23	33	0	0	0	22	15	4	0	172	0	115	0	0	0	0	36	0	0	2	0	7	22	2	16	0	68	0	17	101	2	0	33	31	0	0	1	7	0	88	0	10	5	0	0	0	0	0	14	4	0	33	40	2	24	0	1	1	55	23	28	9	69	20	99	0	2	19	12	29	49	0	0	0	4	19	3	0	0	0	2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
New.ReferenceOTU1306	0	0	0	0	51	0	0	0	5	0	1	0	0	111	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	31	0	0	3	0	0	0	0	0	0	0	0	0	0	35	0	0	0	2	8	0	0	1	0	0	0	0	0	0	0	16	0	0	0	10	0	0	2	3	0	0	0	0	0	0	0	0	1	0	5	2	107	1	0	0	0	0	120	0	1	0	0	0	0	0	1	0	0	38	38	121	0	0	1	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
New.ReferenceOTU1307	0	3	0	20	1	0	2	54	0	14	2	0	86	49	3	36	3	0	15	0	14	24	3	142	2	1	321	23	1	4	0	0	41	16	2	10	15	3	24	45	5	0	7	4	45	45	92	28	8	8	26	1	96	0	3	39	12	55	3	6	34	2	0	19	0	5	84	85	0	0	0	9	26	11	18	8	1	2	1	77	9	31	59	13	183	5	3	12	40	0	50	54	38	28	6	22	2	120	13	1	30	11	9	3	0	258	3	132	0	5	0	26	33	3	11	21	0	3	0	41	1	92	1	5	98	1	0	189	47	3	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
New.ReferenceOTU1308	0	0	0	0	5	0	0	0	14	0	0	0	0	0	0	6	0	0	28	43	0	3	35	56	0	130	27	6	3	84	0	0	0	0	0	2	1	0	0	0	0	0	7	0	0	2	0	0	2	0	0	9	0	0	0	1	0	19	3	42	0	0	0	0	2	0	1	0	3	0	0	0	2	0	3	1	1	1	0	16	2	0	0	2	0	0	4	2	0	0	1	0	0	0	0	0	0	12	0	0	0	3	1	5	0	0	0	0	1	0	3	0	0	0	0	9	2	0	2	2	0	1	0	0	0	0	1	0	0	21	k__Bacteria; p__Firmicutes; c__Bacilli
New.ReferenceOTU1310	0	0	0	0	0	0	0	6	1	0	0	0	0	0	5	45	0	0	0	0	0	0	0	0	0	0	0	11	46	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	9	18	1	17	0	0	0	0	0	36	0	0	0	53	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
New.ReferenceOTU1312	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	20	0	0	0	0	0	0	0	44	0	2	17	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	139	0	0	0	0	0	0	0	0	132	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
New.ReferenceOTU1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	15	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
New.ReferenceOTU132	0	0	0	0	0	0	0	10	0	3	0	0	47	2	0	1	0	0	0	0	1	0	0	0	13	0	0	0	0	0	5	0	2	8	1	0	0	8	0	0	0	0	0	0	0	0	0	64	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	9	0	20	0	85	0	17	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
New.ReferenceOTU1320	0	191	0	48	0	5	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	9	0	0	0	0	4	30	9	77	18	0	0	0	0	0	1	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
