#OTUID	A101	A90	A264	A263	A274	A199	A114	A110	A136	A246	A44	A273	A248	A47	A286	A281	A117	A60	A218	A220	A45	A164	A184	A159	A203	A32	A235	A231	A250	A290	A76	A126	A219	A106	A229	A67	A112	A118	A111	A242	A245	A20	A89	A156	A236	A256	A178	A77	A198	A200	A02	A233	A271	A169	A302	A303	A59	A70	A74	A68	A07	A27	A99	A94	A88	A86	A87	A121	A132	A138	A149	A147	A143	A146	A145	A185	A180	A154	A174	A155	A166	A176	A182	A160	A177	A186	A190	A211	A195	A208	A205	A217	A189	A215	A188	A06	A40	A39	A36	A79	A05	A26	A15	A35	A238	A230	A23	A234	A240	A257	A260	A268	A251	A259	A275	A261	A292	A288	A279	A50	A280	A284	A301	A308	A224	A297	A304	A183	A202	A46	taxonomy
100497	0	0	0	4	1	0	0	11	0	0	0	1	3	7	0	2	0	0	1	0	1	2	20	14	0	0	67	4	0	1	0	0	3	1	0	0	0	0	2	4	0	0	7	2	3	27	0	0	1	0	1	0	9	0	0	1	0	3	0	10	0	0	0	7	0	0	2	2	0	0	0	1	7	0	12	4	0	1	0	9	24	5	16	16	16	0	0	5	5	0	4	4	10	2	0	2	0	12	0	1	1	4	0	0	0	4	0	3	0	0	0	0	0	0	1	2	0	3	0	0	0	6	3	2	12	0	7	14	1	14	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1010113	0	2	1	18	31	8	33	26	2	3	5	11	26	30	157	68	21	0	93	1	182	283	10296	34	1	1	169	34	0	19	0	0	25	620	4	32	27	74	905	1203	13	0	13	8	109	51	4699	11	1	1	481	0	1643	1	1	33	4	30	1	152	2	39	1	71	1	4	29	39	0	0	0	27	8088	12	58	248	1	15	0	79	65	19	62	86	43	2	4	782	15	412	337	54	61	7	39	15	4	170	5	834	600	19	5	2	0	5431	0	65	0	0	1	2	1	9	29	27	1	8	0	175	9	13	2247	5	25	0	108	582	3	64	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1012948	0	2	0	0	0	13	0	0	0	0	1	0	1	0	0	0	7	0	0	0	1	134	2	2	1	2	2	0	0	1	0	2	26	0	0	0	14	0	2	0	0	2	0	0	0	2	2	1	1	0	0	0	0	0	5	0	0	2	0	0	1	0	5	0	0	2	0	0	0	0	0	1	20	9	0	19	0	0	0	0	4	0	2	12	0	0	10	11	0	0	0	0	4	0	0	6	3	0	0	0	0	1	0	2	0	1	2	0	0	0	0	2	0	0	0	0	7	0	1	6	0	5	0	0	0	20	0	0	2	2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
1023075	0	0	0	0	291	0	0	0	0	21	0	0	0	0	0	0	0	0	274	0	0	0	0	0	1	0	3	0	20	555	0	0	0	1	0	1	0	0	0	0	4	0	0	0	2	0	7	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	5	0	0	0	2	0	0	0	0	0	5	0	210	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	12	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__
103166	0	0	0	0	0	0	0	6	1	0	0	1	31	10	1	2	0	0	93	1	0	0	0	3	0	0	4	6	0	0	0	0	0	0	0	0	40	0	12	16	12	3	5	1	3	0	2	0	1	1	2	0	1	1	6	8	0	1	4	1	0	1	0	2	0	0	4	3	0	0	0	3	1	5	32	1	0	3	1	27	2	2	31	0	3	0	1	4	1	2	1	2	2	0	0	0	0	7	4	0	0	5	0	0	0	2	2	2	0	1	0	0	1	4	0	108	0	0	0	84	17	3	1	9	3	0	32	0	0	115	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter; s__
1033413	12	1042	334	479	1	260	0	2092	13	174	884	149	1138	1897	761	446	31	9	189	1084	2889	5	0	1	127	7470	107	129	1	8	195	158	35	6756	1780	6	1155	1615	1011	353	17	2163	9	0	711	71	0	8871	2192	6424	599	12	92	5	2324	663	30482	20389	28534	29913	15597	3	0	36	2	7803	130	1679	148	746	2566	7072	116	2792	3929	10813	1	2319	577	610	13	3206	669	5	0	354	626	55	7219	1	47	1365	2161	1	3	35077	6	97	22	5	1752	5358	25	14457	54	63	1821	14391	2737	56	774	5395	3172	532	16414	306	1495	6634	9415	6911	54	1047	0	309	1689	93	4	0	2	187	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
1040220	0	4	0	0	11	0	0	1	2	0	0	0	0	0	0	1	0	0	6	14	0	8	10	23	2	50	8	5	1	71	0	0	0	0	1	3	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	1	0	0	0	0	0	3	0	12	0	0	0	0	1	0	1	0	1	0	0	0	14	0	0	0	1	0	0	51	0	0	0	1	0	0	5	0	0	1	0	0	1	0	0	0	0	30	0	0	0	3	3	29	0	0	0	0	1	1	0	0	0	0	0	2	1	0	5	1	0	1	0	0	0	0	3	0	0	7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
1047077	0	0	0	0	0	1	0	0	2	0	0	0	0	4	10	3	0	0	1	0	0	0	0	17418	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	5	0	0	0	2	0	0	9	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	70	0	0	397	0	0	2	1	0	0	1	0	0	0	2	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	631	0	19	0	0	8	2	59259	8	8	5	0	0	112	0	1	0	0	2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
1059655	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	1	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
1061772	3	0	0	1	1	0	0	0	0	0	7	0	0	0	2	0	0	12	19	13	5	24	12	113	0	0	8	1	9	1	0	0	1	1	0	1	0	0	0	0	24	0	14	0	1	5	1	0	0	0	0	1	1	3	0	12	0	0	0	1	6	0	2	3	2	0	0	0	5	0	0	3	5	0	0	0	0	9	5	0	1	3	2	0	0	2	3	14	0	10	0	0	2	0	0	0	0	2	0	4	0	7	0	0	3	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	8	5	2	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
1062051	0	2	0	0	0	2	1	48	0	0	12	0	15	30	0	0	0	72	14	0	0	6	0	0	1	69	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	9	13	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	27	5	0	0	11	15	2	0	0	0	14	0	2	6	0	12	0	25	0	0	0	5	0	1	19	0	0	0	0	0	7	0	0	2	0	20	0	0	18	0	0	0	0	0	0	38	0	26	0	1	0	9	11	0	0	0	0	0	0	0	0	0	0	7	14	11	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
1069592	1	4	0	1	25	1	0	5	0	0	0	1	0	1	0	3	0	0	4	30	0	0	0	6	0	500	6	6	4	3	3	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	1	8	2	0	5	5	0	0	3	1	11	76	21	196	0	0	0	0	0	1	0	0	1	0	0	1	5	2	4	3	0	2	2	6	0	0	0	0	0	3	11	0	2	1	0	0	4	0	0	6	0	6	1	0	0	15	14	34	0	0	0	2	9	11	4	2	1	0	0	6	9	1	13	29	0	1	0	0	1	0	0	0	0	5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
1076969	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	382	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	332	0	0	0	0	0	0	141	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__agalactiae
1085832	0	4	0	13	0	0	0	1	1	30	2	0	2	3	1	0	3	9	15	4	2	34	0	3	1	1	0	2	0	9	0	0	8	0	0	2	0	0	0	0	2	0	0	0	2	2	10	0	3	1	2	0	3	0	0	0	23	13	1	0	0	0	1	0	7	3	1	2	0	2	3	0	1	3	0	3	0	1	2	2	9	7	5	5	0	6	3	2	0	22	0	9	4	0	3	4	0	4	1	2	22	26	1	2	3	3	19	2	1	1	2	2	19	1	0	3	2	0	15	1	8	43	0	1	1	11	0	2	58	5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
1086805	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	10	0	0	0	0	1	214	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0	0	1	0	2	45	7	102	1	0	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	1	0	0	0	8	0	15	0	0	0	1	2	0	1	1	2	0	0	3	1	0	9	10	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Bacilli
109591	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	434	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2406	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Dermabacter; s__
1096610	0	17	0	4	0	38	0	6	3	2	1	25	3	3	1	0	51	1	4	0	4	85	0	0	0	16	1	2	88	0	1	6	22	0	1	5	14	1	1	2	0	0	151	1	318	139	80	5	6	15	86	1	6	3	0	1	13	0	0	0	27	3	1	5	1	9	0	43	0	0	0	0	0	4	0	0	1	1	4	0	20	2	7	26	1	20	6	44	0	7	2	1	10	0	5	39	17	2	0	3	1	28	1	0	4	2	0	0	0	1	2	6	2	0	0	10	4	0	1	38	8	1017	1	24	2	19	0	4	21	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Finegoldia; s__
1097113	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	16	0	1	3	0	112	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
1099710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Peptococcus; s__
1100972	5	1	0	4	6	4	2	1	0	0	0	3	2	0	0	0	6450	33	0	0	6470	4933	1	0	1	0	1	1	3	0	3	0	0	1	0	0	5	0	0	0	0	1	0	1	0	0	0	1	3	0	5	0	7277	0	7	3	0	0	4	0	0	0	0	5	3	0	0	3	0	1	0	0	0	18	0	4	0	10	2	11	1	6	21	17	11	1	0	1	0	2	0	17721	1	0	2	9	0	0	0	0	0	148	0	0	0	0	21	1	0	1	0	2	0	2	0	5	0	0	0	0	3	0	2	63	2	2	0	1	3	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
1104963	1	0	0	0	1	0	0	0	46	0	0	0	1	0	0	211	0	0	0	0	0	0	0	0	0	0	0	3	4350	0	1	0	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0	7	1	0	22	0	0	0	11	0	2	2517	0	0	0	0	0	32	10	0	308	586	0	0	0	2	0	0	0	0	0	0	21	0	0	0	104	0	0	13	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	453	0	0	0	20	0	0	1	0	0	0	0	1	0	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
1108007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
1108706	0	0	0	0	1	0	0	0	0	20	1	1	0	0	3	1	0	0	8	7	1	0	0	20	0	1	0	0	13	0	0	0	0	2	0	5	3	4	0	0	0	0	32	4	17	0	0	0	2	0	24	2	6	0	2	1	6	0	0	1	1	1	2	19	0	1	0	3	0	0	0	3	2	0	2	25	0	16	1	8	0	1	0	1	0	4	0	3	0	0	0	2	0	0	0	3	3	4	0	1	0	0	0	1	2	0	0	1	0	10	0	23	3	8	1	0	1	15	1	0	2	2	11	3	2	0	1	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1115481	0	3	1	22	0	0	0	0	2	0	0	0	33	0	0	13	0	1	0	0	1	0	0	0	0	0	0	7	125	0	0	2	0	0	3	1	1	2	0	40	32	1	0	0	0	0	0	43	0	0	341	1	2	0	13	0	130	288	0	0	0	0	0	5	34	0	52	118	0	0	0	51	0	0	0	0	0	15	114	0	0	0	58	0	0	63	0	0	15	0	0	0	0	3	0	102	0	0	0	0	0	0	0	2	10	246	0	0	0	0	0	331	0	0	0	85	0	0	7	0	0	2	0	84	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
1124877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__
1127530	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
1128398	0	0	0	0	0	0	0	15	0	0	0	0	1	2	0	6	0	0	2	0	5	3	6	14	0	0	79	10	0	1	0	0	2	0	0	1	0	0	5	2	1	0	7	0	4	34	4	1	0	0	0	0	11	0	0	0	0	1	1	6	5	1	0	7	0	1	2	3	0	0	0	0	1	0	8	0	0	1	0	10	7	2	4	9	27	0	0	6	1	1	3	4	0	0	0	4	2	8	0	0	1	2	0	1	0	7	0	5	0	3	0	0	1	0	1	2	0	2	0	1	0	5	1	1	14	0	3	5	2	12	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1129461	1	11	2	7	0	8	0	29	1	0	273	3	44	3	9	3	0	1	3	5	14	0	0	0	2	186	3	8	1	0	4	1	0	20	25	0	7547	5	15	1	0	5	0	0	1	3	0	699	26	10	229	1	1	0	1	1	132	264	52	151	191	0	0	0	0	11	3	10	0	0	0	58	0	9	6	46	0	20	83	5	0	26	36	0	0	142	16	2	7	0	1	1	119	0	0	294	0	3	4	0	3	5	1	27	1	2	2	283	10	4	2	435	73	37	355	7	4	7	90	182	0	0	0	6	9	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
1131759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2898	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__
1135616	0	0	2	0	0	2	0	1	0	0	6	0	0	2	3	0	0	0	0	1	8	0	0	0	0	3	0	0	0	0	4	0	0	6	2	0	2	1	0	0	0	1	0	0	0	0	0	12	0	8	3	0	2	0	0	2	31	12	23	18	13	0	0	0	0	5	0	2	0	2	5	4	0	7	3	14	0	3	14	0	1	5	3	0	0	2	0	0	6	0	1	9	1	0	0	19	0	1	0	0	0	3	0	11	0	0	0	5	4	0	1	1	2	4	9	0	0	2	1	7	0	0	0	0	3	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
1142029	0	11	24	3	1719	74	246	23	0	2	5184	0	16	1	3	0	2	4	0	1	384	2	5	2	190	1	0	2	1	0	1581	221	676	1	239	0	11	162	0	0	373	105	30	69	10	35	19	2	1	2001	19	0	1	0	120	3639	0	1	3	2	2	99	4	1	0	3657	1	0	4	0	1097	21	5	28	0	4	0	2	3	943	2	13	19	0	947	1	46	0	2	3433	1794	8	1	6	3	0	6	1	1	3666	269	1	4447	1364	33	6	906	18	2	25	4	2	0	85	0	0	4	7	1	15	0	0	1	90	2	3527	2	0	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
114462	18	4	0	82	48	6	22	601	0	45	32	35	123	301	5	497	63	2	57	0	262	86	532	625	5	4	1740	278	0	134	3	0	182	196	19	280	127	12	266	226	22	3	271	89	429	1307	235	55	9	26	193	0	489	0	3	181	83	284	20	1197	37	15	0	769	11	37	177	369	1	0	0	94	415	168	403	200	2	126	4	564	567	261	583	717	1133	9	14	754	124	133	196	533	409	39	32	217	26	619	69	31	51	164	16	33	2	200	4	451	1	22	2	36	52	4	90	57	2	107	0	48	5	172	319	103	703	4	439	529	32	467	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
114510	6	9	2	0	14	66	11	1	152	19	3	26	0	1	9	7	0	7	19	279	3	0	1	1	12	26	2	1	1	1	5	50	1	8	3	88	46	20	0	10	6	3	32	34	48	2	2	0	58	1	48	124	15	19	33	7	34	23	32	0	7	0	61	58	12	7	0	11	110	103	26	21	5	2	0	176	68	183	55	86	2	25	4	58	3	177	31	31	2	5	1	2	1	3	1	51	10	6	1	1	5	0	1	14	36	1	0	1	25	26	38	36	2	19	28	0	13	14	16	3	17	4	33	13	7	5	0	1	0	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
114599	0	0	0	0	0	0	0	1	227	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	10	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	39	0	0	0	0	0	0	0	0	0	0	5	0	0	1	5	0	0	1	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	203	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
1146349	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__
1146771	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenella; s__
1147868	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	132	0	0	0	52	3	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
1147925	0	0	0	0	0	242	1	0	0	16	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	849	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	14	0	0	23	1	0	0	0	0	0	0	0	0	47	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
1148153	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	11	0	0	0	0	0	2	0	0	0	40	0	0	0	0	0	0	0	0	0	0	102	216	0	0	52	0	0	2	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__butyricum
119010	2	1	0	8	6	1	3	131	0	7	3	4	11	25	0	40	12	0	9	0	17	15	53	170	1	0	521	43	0	10	0	0	13	24	1	27	12	6	39	26	2	0	45	7	32	200	19	10	2	4	20	2	79	0	0	18	9	24	3	137	6	0	0	78	1	6	34	86	2	0	0	11	41	12	113	23	0	12	1	78	75	33	47	76	194	1	4	56	12	22	18	54	34	6	4	21	7	57	5	4	5	20	1	9	2	13	0	47	0	5	1	10	10	1	8	3	0	10	0	3	1	30	39	14	91	0	46	46	1	83	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
122049	6	57	2	208	338	46	254	106	4	805	183	235	274	1432	286	2382	149	5	336	18	942	176	1603	79	2	14	116	214	4	371	5	1	393	990	143	2970	724	130	887	1079	187	6	32	895	3836	88	701	128	90	45	3029	9	2367	4	74	375	1098	1915	195	2505	55	390	3	8698	3	257	823	2445	5	4	0	1006	1905	275	56	3009	5	1757	6	3563	1816	1240	1747	4445	184	220	151	4478	540	444	573	1472	1085	88	83	2643	138	3392	322	317	320	613	128	160	52	486	8	1003	1	13	1	89	140	97	674	221	3	1615	3	266	21	458	2240	573	185	13	1048	1368	99	38	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
124309	0	0	0	0	0	0	1	0	1	0	0	2	1	8	0	0	0	0	9	7	2	0	2	3152	1	0	4	1	68	0	0	0	1	1	0	8	2	0	0	1	0	0	4	4	9	0	0	0	0	1	5	0	3	2	0	2	1	6	0	1	0	1	0	25	0	0	1	2	2	1	0	3	0	0	3	11	0	2	0	7	0	1	1	6	0	1	0	12	1	3	3	2	3	0	0	2	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	0	4	1	0	3	0	0	0	3	2	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
